Title,URL,Publish Date,Mentioned Times,Word Count
Các trường đại học phía Nam tuyển sinh nhiều ngành mới,https://tienphong.vn/cac-truong-dai-hoc-phia-nam-tuyen-sinh-nhieu-nganh-moi-post1506131.tpo,2023-01-30,1,454
Những ngành học mới tuyển sinh trong năm 2023,https://tienphong.vn/nhung-nganh-hoc-moi-tuyen-sinh-trong-nam-2023-post1505387.tpo,2023-01-26,1,709
"Vốn FDI đang ‘chảy’ mạnh vào Việt Nam, có thể đạt tới 38 tỷ USD ",https://tienphong.vn/von-fdi-dang-chay-manh-vao-viet-nam-co-the-dat-toi-38-ty-usd-post1504949.tpo,2023-01-23,1,797
Tạm giữ nhiều thuốc lá điện tử không rõ nguồn gốc gần trường học,https://tienphong.vn/tam-giu-nhieu-thuoc-la-dien-tu-khong-ro-nguon-goc-gan-truong-hoc-post1504094.tpo,2023-01-18,0,265
Tìm ra Quán quân cuộc thi ‘Sinh viên tài năng Kinh doanh số 2022’,https://tienphong.vn/tim-ra-quan-quan-cuoc-thi-sinh-vien-tai-nang-kinh-doanh-so-2022-post1497996.tpo,2022-12-24,5,412
Trung Nguyên E-Coffee: Mô hình khởi nghiệp thành công nhất,https://tienphong.vn/trung-nguyen-e-coffee-mo-hinh-khoi-nghiep-thanh-cong-nhat-post1497615.tpo,2022-12-17,1,1736
Trường Đại học Ngoại thương ký kết biên bản ghi nhớ hợp tác với Viện Nghiên cứu cao cấp về Toán ,https://tienphong.vn/truong-dai-hoc-ngoai-thuong-ky-ket-bien-ban-ghi-nho-hop-tac-voi-vien-nghien-cuu-cao-cap-ve-toan-post1494003.tpo,2022-12-12,1,1154
Viện Nghiên cứu cao cấp về Toán hợp tác cùng Trường Đại học Ngoại thương,https://tienphong.vn/vien-nghien-cuu-cao-cap-ve-toan-hop-tac-cung-truong-dai-hoc-ngoai-thuong-post1493979.tpo,2022-12-10,2,523
Hệ sinh thái số ngân hàng: Cơ hội tăng trưởng cho doanh nghiệp,https://tienphong.vn/he-sinh-thai-so-ngan-hang-co-hoi-tang-truong-cho-doanh-nghiep-post1490231.tpo,2022-11-28,2,1325
PVcomBank ghi nhận lợi nhuận trước thuế đạt gần 90 tỷ đồng sau 9 tháng đầu năm,https://tienphong.vn/pvcombank-ghi-nhan-loi-nhuan-truoc-thue-dat-gan-90-ty-dong-sau-9-thang-dau-nam-post1489207.tpo,2022-11-24,1,865
