Title,URL,Publish Date,Mentioned Times,Word Count
Đề nghị giao Chính phủ quy định khu vực hạn chế chuyển mục đích sử dụng đất quốc phòng,/de-nghi-giao-chinh-phu-quy-dinh-khu-vuc-han-che-chuyen-muc-dich-su-dung-dat-quoc-phong-20230621175742251.htm,2023-06-21,0,1422
"Dự án của Hưng Thịnh, Novaland... được gỡ vướng",/du-an-cua-hung-thinh-novaland-duoc-go-vuong-20230424163639299.htm,2023-04-24,0,1014
Thủ tướng: Không hợp thức hóa sai phạm nhưng phải có giải pháp gỡ vướng dự án,/thu-tuong-khong-hop-thuc-hoa-sai-pham-nhung-phai-co-giai-phap-go-vuong-du-an-2023041608100685.htm,2023-04-16,0,1226
"TP.HCM: Phê bình nhiều quận, sở ngành vì giải ngân 0% trong quý 1",/tp-hcm-phe-binh-nhieu-quan-so-nganh-vi-giai-ngan-0-trong-quy-i-2023041308595647.htm,2023-04-13,0,955
TP.HCM lấy đất vàng ở quận 1 làm nhà vệ sinh công cộng,/tp-hcm-lay-dat-vang-o-quan-1-lam-nha-ve-sinh-cong-cong-20230406115350651.htm,2023-06-04,0,1065
Đề nghị cung cấp số hộ dân bị bụi đỏ sân bay Long Thành 'tấn công',/de-nghi-cung-cap-so-ho-dan-bi-bui-do-san-bay-long-thanh-tan-cong-20230330062809866.htm,2023-03-30,0,1158
Số hóa bản đồ du lịch Việt Nam,/so-hoa-ban-do-du-lich-viet-nam-20230326224128044.htm,2023-03-27,0,823
Chính phủ thông qua đề xuất ra nghị quyết thay nghị quyết 54,/chinh-phu-thong-qua-de-xuat-ra-nghi-quyet-thay-nghi-quyet-54-20230320195614362.htm,2023-03-20,0,1056
Cán bộ cấp sổ đỏ bắt buộc phải chuyển đổi công tác định kỳ,/can-bo-cap-so-do-bat-buoc-phai-chuyen-doi-cong-tac-dinh-ky-20230206170951834.htm,2023-06-02,0,689
Bộ trưởng Trần Hồng Hà trở thành tân phó thủ tướng,/bo-truong-tran-hong-ha-tro-thanh-tan-pho-thu-tuong-2023010516021702.htm,2023-05-01,0,749
Du lịch nông thôn: 'Tài' gần như còn 'nguyên',/du-lich-nong-thon-tai-gan-nhu-con-nguyen-20221211100642963.htm,2022-11-12,0,1269
Xin thí điểm áp hệ số điều chỉnh giá đất: Các dự án ở TP.HCM sẽ có lối ra?,/xin-thi-diem-ap-he-so-dieu-chinh-gia-dat-cac-du-an-o-tp-hcm-se-co-loi-ra-2022120908102041.htm,2022-09-12,0,2773
Kiến nghị 'khẩn' cho TP.HCM thí điểm hệ số điều chỉnh giá đất riêng,/kien-nghi-khan-cho-tp-hcm-thi-diem-he-so-dieu-chinh-gia-dat-rieng-2022120720034554.htm,2022-07-12,0,955
Hải Phòng chỉ đạo kiểm tra dấu hiệu vi phạm xử lý chất thải công nghiệp,/hai-phong-chi-dao-kiem-tra-dau-hieu-vi-pham-xu-ly-chat-thai-cong-nghiep-20221001102534173.htm,2022-01-10,0,904
Số hóa dữ liệu đất đai tại TP.HCM chậm vì thiếu vốn,/so-hoa-du-lieu-dat-dai-tai-tp-hcm-cham-vi-thieu-von-20220929211340576.htm,2022-09-29,0,1082
"Tổng cục Khí tượng thủy văn: Việt Nam dự báo bão Noru sát nhất, quốc tế dự báo cao hơn 3-4 cấp",/tong-cuc-khi-tuong-thuy-van-viet-nam-du-bao-bao-noru-sat-nhat-quoc-te-du-bao-cao-hon-3-4-cap-20220928131539113.htm,2022-09-28,0,1306
Phó thủ tướng Lê Văn Thành: Cần đổi mới mô hình tăng trưởng từ ‘nâu’ sang ‘xanh’,/pho-thu-tuong-le-van-thanh-can-doi-moi-mo-hinh-tang-truong-tu-nau-sang-xanh-20220804120202496.htm,2022-04-08,0,1112
"Từ 25-8, hộ gia đình không phân loại rác vẫn chưa bị phạt, vì sao?",/tu-25-8-ho-gia-dinh-khong-phan-loai-rac-van-chua-bi-phat-vi-sao-20220720200104641.htm,2022-07-20,0,1212
Học Big Data - đáp ứng 'cơn khát' nhân lực,/hoc-big-data-dap-ung-con-khat-nhan-luc-2022052710563949.htm,2022-05-29,0,1206
